word	hiragana	furigana	JLPT	kaishi	english	RIRIKKU_RANK	RIRIKKU_TIER
ただ	ただ	ただ	-1	1	simply, merely	129	B
ぼく	ぼく	-	-1	1	-	129	B
一緒	いっしょ	一緒[いっしょ]	5	1	together, at the same time	129	B
書く	かく	書[か]く	5	1	[vt] write	129	B
うわ	うわ	-	-1	0	-	130	B
こっち	こっち	こっち	-1	0	here; this way; this direction	130	B
しか	しか	-	-1	0	-	130	B
つぎ	つぎ	-	-1	1	-	130	B
呼ぶ	よぶ	呼[よ]ぶ	5	1	to call, to call out (to)	130	B
次	つぎ	次[つぎ]	5	1	next	130	B
此方	こっち	此方[こちら]	5	0	this way [direction] ; here; this one ; I, me, us, we; this person	130	B
いれる	いれる	-	-1	1	-	131	B
おなじ	おなじ	-	-1	1	-	131	B
だめ	だめ	-	-1	1	-	131	B
まず	まず	まず	-1	1	first	131	B
入れる	いれる	入[い]れる	5	1	[vt] put in, let in; accommodate; accept	131	B
初	はつ	初[はつ]	1	0	first	131	B
同じ	おなじ	同[おな]じ	5	1	same, similar	131	B
返る	かえる	返[かえ]る	2	0	[vi] be restored to, return	131	B
駄目	だめ	駄目[だめ]	3	1	no good, useless; No!	131	B
うける	うける	-	-1	1	-	132	B
ください	ください	ください	-1	1	please (give/do for me)	132	B
パーセント	パーセント	-	3	0	-	132	B
受ける	うける	受[う]ける	4	1	receive, accept	132	B
当時	とうじ	当[とう] 時[じ]	3	1	at that time, then	132	B
系	けい	-	1	0	-	132	B
こども	こども	-	-1	1	-	133	B
子供	こども	子供[こども]	5	1	child, kid; son, daughter	133	B
置く	おく	置[お]く	5	1	put in place; leave behind	133	B
いじょう	いじょう	-	-1	1	-	134	B
ことができる	ことができる	-	-1	0	-	134	B
ことが出来る	ことができる	-	-1	0	-	134	B
以上	いじょう	以上[いじょう]	4	1	not less than; beyond; the above-mentioned; now that; that's all	134	B
かう	かう	-	-1	1	-	135	B
かく	かく	-	-1	1	-	135	B
こ	こ	-	-1	1	-	135	B
しごと	しごと	-	-1	1	-	135	B
仕事	しごと	仕事[しごと]	5	1	work, employment, business	135	B
子	こ	子[こ]	4	1	child	135	B
感ずる	かんずる	-	2	0	-	135	B
良く	よく	良[よ]く	5	0	well, properly	135	B
買う	かう	買[か]う	5	1	[vt] buy	135	B
すき	すき	-	-1	1	-	136	B
はなす	はなす	-	-1	1	-	136	B
存在	そんざい	存在[そんざい]	3	1	existence, being	136	B
話す	はなす	話[はな]す	5	1	[vt] speak; tell	136	B
付く	つく	付[つ]く	4	1	[vi] attach / adhere to ; be connected with	137	B
および	および	-	-1	0	-	138	C
お呼び	および	-	-1	0	-	138	C
ま	ま	-	-1	1	-	138	B
もっと	もっと	もっと	5	1	(some) more	138	B
こえ	こえ	-	-1	1	-	139	B
なんか	なんか	-	1	0	-	139	B
ほか	ほか	-	-1	1	-	139	B
南下	なんか	南[なん] 下[か]	-1	0	する：to go south	139	U
声	こえ	声[こえ]	5	1	voice	139	B
うる	うる	-	-1	1	-	140	B
とも	とも	-	-1	0	-	140	B
どうぞ	どうぞ	どうぞ	5	1	please, by all means, go ahead	140	B
了	りょう	-	1	0	-	140	F
鉄道	てつどう	鉄道[てつどう]	3	0	railway	140	C
いっしょ	いっしょ	-	-1	1	-	141	B
じょせい	じょせい	-	-1	1	-	141	B
女性	じょせい	女性[じょせい]	4	1	woman, feminine gender	141	B
概要	がいよう	概要[がいよう]	-1	0	outline, summary, synopsis	141	U
おお	おお	-	-1	0	-	142	B
ダメ	ダメ	-	-1	0	-	142	B
侭	まま	-	-1	0	-	142	B
関係	かんけい	関係[かんけい]	4	1	relation, relationship, connection	142	B
あいだ	あいだ	-	-1	1	-	143	B
お願い	おねがい	お 願[ねが]い	-1	1	favor	143	B
ころす	ころす	-	-1	1	-	143	B
ずっと	ずっと	ずっと	3	1	always, throughout, continuously in some state (for a long time, distance)	143	B
殺す	ころす	殺[ころ]す	3	1	[vt] kill, murder	143	B
あう	あう	-	-1	1	-	144	C
はあ	はあ	-	-1	0	-	144	B
之	これ	之[これ]	-1	0	this [pronoun]	144	B
考え	かんがえ	考[かんが]え	3	1	idea, thought, plan, opinion, intention	144	B
なさる	なさる	なさる	4	0	to do (なさいます is the polite form)	145	B
ぬし	ぬし	-	-1	0	-	145	B
もん	もん	-	-1	1	-	145	C
主	ぬし	-	-1	1	main, chief	145	C
同年	どうねん	-	-1	0	-	145	F
戻る	もどる	戻[もど]る	4	1	[vi] return, come / go back	145	B
為さる	なさる	-	1	0	-	145	B
まま	まま	まま	-1	0	as it is (moment in time)	146	B
チーム	チーム	-	3	0	-	146	B
ことになる	ことになる	-	-1	0	-	147	B
しれる	しれる	-	-1	0	-	147	B
ちから	ちから	-	-1	1	-	147	B
もどる	もどる	-	-1	1	-	147	B
事になる	ことになる	-	-1	0	-	147	B
六十	ろくじゅう	-	-1	0	-	147	U
力	ちから	力[ちから]	4	1	power, force, energy	147	B
知れる	しれる	知[し]れる	-1	0	[vi] become known; be found out; not amount too much	147	B
約	やく	-	3	0	-	147	B
見える	みえる	見[み]える	4	1	[vi] be visible; able to see; look like, appear	147	B
かお	かお	-	-1	1	-	148	B
でしょう	でしょう	-	-1	0	-	148	B
らしい	らしい	-	-1	0	-	148	B
あそこ	あそこ	あそこ	-1	1	over there	149	B
ちゃ	ちゃ	-	-1	0	-	149	B
のみ	のみ	-	-1	0	-	149	B
やかた	やかた	-	-1	0	-	149	B
九十	きゅうじゅう	-	-1	0	-	149	B
彼処	あそこ	彼処[あそこ]	5	0	over there; There (Far)	149	B
飲み	のみ	-	-1	0	-	149	B
館	やかた	館[やかた]	1	0	stately mansion, palace, manor house	149	B
いける	いける	-	-1	0	-	150	B
うう	うう	-	-1	0	-	150	B
ことば	ことば	-	-1	1	-	150	B
度	ど	度[たび]	3	1	each time	150	B
生ける	いける	-	-1	0	-	150	U
確認	かくにん	確認[かくにん]	3	1	confirmation	150	B
言葉	ことば	言葉[ことば]	5	1	word, term; wording; language	150	B
かい	かい	-	-1	1	-	151	B
まぁ	まぁ	-	-1	0	-	151	B
サービス	サービス	サービス	3	0	Service	151	B
シリーズ	シリーズ	-	2	0	-	151	B
かける	かける	-	-1	1	to make (a call)​	152	B
そのあと	そのあと	-	-1	0	-	152	B
その後	そのあと	その 後[ご]	-1	0	after that	152	B
掛ける	かける	掛[か]ける	5	1	to hang	152	B
母	はは	母[はは]	5	1	mother	152	B
あげる	あげる	あげる	-1	1	give (receiver is not in the speaker's group)	153	B
すこし	すこし	-	-1	1	-	153	B
やっぱり	やっぱり	やっぱり	2	1	as expected, after all	153	B
る	る	-	-1	0	-	153	B
上げる	あげる	上[あ]げる	5	1	to raise	153	B
所属	しょぞく	所[しょ] 属[ぞく]	1	0	する：to belong to (an organisation, etc.)	153	C
矢っ張り	やっぱり	-	1	0	-	153	B
写真	しゃしん	写真[しゃしん]	5	1	photograph	154	B
形	かたち	形[かたち]	4	1	form, shape	154	B
役	やく	役[やく]	3	1	role	154	B
来	らい	-	3	0	-	154	F
えー	えー	-	-1	0	-	155	B
ぐらい	ぐらい	ぐらい	1	0	approximately; about; around; or so	155	B
つける	つける	-	-1	1	to  attach; to connect; to add; to append; to affix; to stick; to  glue; to fasten;	155	B
ふたり	ふたり	-	-1	0	-	155	B
二人	ふたり	二人[ふたり]	5	0	two people	155	B
付ける	つける	付[つ]ける	5	1	[vt] attach, fasten; put one thing on another	155	B
八十	はちじゅう	-	-1	0	-	155	B
出身	しゅっしん	出身[しゅっしん]	3	0	one's place of origin	155	C
だす	だす	-	-1	1	-	156	B
以下	いか	以下[いか]	4	0	not more than, under; the following	156	B
出す	だす	出[だ]す	5	1	[vt] put out, produce; expose	156	B
科	か	-	1	0	-	156	B
ために	ために	-	-1	0	-	157	B
作曲	さっきょく	作曲[さっきょく]	3	0	composition	157	F
女	おんな	女[おんな]	5	1	woman	157	B
開発	かいはつ	開[かい] 発[はつ]	1	0	する：to develop, to exploit (natural resources)	157	B
くに	くに	-	-1	1	-	158	B
しゃかい	しゃかい	-	-1	0	-	158	B
國	くに	-	-1	0	-	158	B
社会	しゃかい	社会[しゃかい]	4	0	society, the world	158	B
あまり	あまり	あまり	-1	1	not much, not very	159	B
余り	あまり	余[あま]り	5	1	remainder, surplus	159	B
権	けん	-	1	0	-	159	B
高等	こうとう	-	2	0	-	159	C
地域	ちいき	地域[ちいき]	3	0	region, area	160	B
開始	かいし	開始[かいし]	3	1	start	160	B
いたす	いたす	いたす	-1	1	to do	161	B
すぐ	すぐ	すぐ	-1	1	immediately, right away	161	B
場	ば	場[ば]	3	1	place	161	B
法	ほう	法[のり]	3	0	law, rule, regulation; model, pattern; religious doctrine, Buddha's teachings	161	B
直ぐ	すぐ	直[す]ぐ	1	0	at once, right away; immediately	161	B
致す	いたす	致[いた]す	4	1	[vt] do humble	161	B
ふう	ふう	-	-1	0	-	162	B
よむ	よむ	-	-1	1	-	162	B
公式	こうしき	公式[こうしき]	2	0	formula; formality	162	F
成る程	なるほど	-	-1	0	-	162	B
発表	はっぴょう	発[はっ] 表[ぴょう]	3	0	する：to announce, to make public, to present (findings, etc.)	162	B
読む	よむ	読[よ]む	5	1	[vt] read	162	B
だけど	だけど	-	3	0	-	163	B
でし	でし	-	-1	0	-	163	C
みえる	みえる	-	-1	1	-	163	B
よし	よし	-	-1	0	-	163	B
津	つ	-	-1	0	-	163	U
あんた	あんた	-	-1	0	-	164	B
事業	じぎょう	事業[じぎょう]	1	0	undertaking, business; achievement	164	B
商品	しょうひん	商品[しょうひん]	3	0	commodities, goods, products	164	B
さい	さい	-	-1	1	-	165	B
にょろ	にょろ	-	-1	0	-	165	U
ふ	ふ	-	-1	0	-	165	B
不	ふ	-	-1	0	-	165	B
歳	さい	歳[さい]	1	0	age counter	165	B
願う	ねがう	願[ねが]う	3	1	[vt] wish, hope for; pray; request	165	B
どうして	どうして	どうして	-1	1	why	166	B
ブログ	ブログ	-	-1	0	-	166	B
父	ちち	父[ちち]	5	1	father	166	B
あぁ	あぁ	-	-1	0	-	167	B
おけ	おけ	-	-1	0	-	167	U
購入	こうにゅう	購入[こうにゅう]	1	0	purchase, buying	167	B
七十	しちじゅう	-	-1	0	-	168	B
作	さく	-	1	0	-	168	C
ちゃんと	ちゃんと	ちゃんと	3	1	sufficiently, properly	169	B
にんげん	にんげん	-	-1	1	-	169	B
ふつう	ふつう	-	-1	1	-	169	B
人間	にんげん	人間[にんげん]	3	1	human	169	B
普通	ふつう	普通[ふつう]	4	1	general, ordinary, usual, normally	169	B
たいかい	たいかい	-	-1	0	-	170	B
とく	とく	-	-1	1	-	170	B
ないよう	ないよう	-	-1	1	-	170	B
内容	ないよう	内容[ないよう]	3	1	contents	170	B
大会	たいかい	大会[たいかい]	3	0	tournament	170	B
小	しょう	-	3	0	-	170	B
いつも	いつも	いつも	-1	1	always	171	B
はず	はず	はず	4	0	should be, must be	171	B
人物	じんぶつ	-	3	1	character, person	171	B
何時も	いつも	何時[いつ]も	5	0	Always	171	B
おんな	おんな	-	-1	1	-	172	B
かかる	かかる	-	-1	1	take (e.g. time or money)	172	B
ほん	ほん	-	-1	1	-	172	B
んー	んー	-	-1	0	-	172	B
掛かる	かかる	掛[か]かる	5	1	to hang	172	B
ぜんぶ	ぜんぶ	-	-1	1	-	173	B
全部	ぜんぶ	全部[ぜんぶ]	5	1	all, the whole; wholly, entirely	173	B
洞	ほら	洞[ほら]	-1	0	cave	173	F
てん	てん	-	-1	1	-	174	B
どんな	どんな	どんな	3	1	what kind of	174	B
ゲーム	ゲーム	ゲーム	3	0	Game, Match	174	B
点	てん	点[てん]	4	1	score (exams), dot, point	174	B
みせ	みせ	-	-1	1	-	175	B
一覧	いちらん	一覧[いちらん]	-1	0	a glance, a reading; synopsis	175	C
店	みせ	店[みせ]	5	1	store, shop	175	B
院	いん	-	-1	0	-	175	B
おしえる	おしえる	-	-1	1	-	176	B
どういう	どういう	どういう	-1	0	what kind of, in what way	176	B
どう言う	どういう	-	-1	0	-	176	B
べつ	べつ	-	-1	1	-	176	B
ほんとうに	ほんとうに	-	-1	1	-	176	B
別	べつ	別[べつ]	4	1	separate, different	176	B
教える	おしえる	教[おし]える	5	1	[vt] teach; tell, inform	176	B
本当に	ほんとうに	本[ほん] 当[とう]に	-1	1	truly, really	176	B
いみ	いみ	-	-1	1	-	177	B
しあい	しあい	-	-1	0	-	177	B
バス	バス	バス	5	0	Bus	177	B
二千	にせん	-	-1	0	-	177	U
意味	いみ	意味[いみ]	5	1	meaning, intention; significance, purport	177	B
生活	せいかつ	生活[せいかつ]	4	1	life, existence; livelihood	177	B
試合	しあい	試合[しあい]	4	0	match, game	177	B
さんか	さんか	-	-1	1	-	178	B
における	における	-	-1	0	-	178	B
はっ	はっ	-	-1	0	-	178	B
以降	いこう	以降[いこう]	2	0	on & after, hereafter	178	B
参加	さんか	参加[さんか]	3	1	participation	178	B
株式会社	かぶしきがいしゃ	株式会社[かぶしきがいしゃ]	-1	0	joint stock corporation	178	F
かんする	かんする	-	-1	0	-	179	B
出場	しゅつじょう	出[しゅつ] 場[じょう]	-1	0	する：to take part, to participate	179	C
唯	ただ	-	-1	0	-	179	B
筈	はず	-	1	0	-	179	B
関する	かんする	関[かん]する	3	0	concern, relate to, be connected w.	179	B
じっさい	じっさい	-	-1	1	-	180	B
党	とう	-	3	0	-	180	B
実際	じっさい	実[じっ] 際[さい]	3	1	actual state (of things), in fact, in truth	180	B
弟	おとうと	弟[おとうと]	5	1	younger brother	180	B
ゆめ	ゆめ	-	-1	1	-	181	B
夢	ゆめ	夢[ゆめ]	4	1	dream	181	B
大阪	おおさか	大阪[おおさか]	-1	0	Ōsaka city and prefecture	181	B
おおきな	おおきな	-	-1	1	-	182	B
大きな	おおきな	大[おお]きな	5	1	big, loud	182	B
最後	さいご	最後[さいご]	4	1	final, last	182	B
おおきい	おおきい	-	-1	1	-	183	B
大きい	おおきい	大[おお]きい	5	1	big, grand	183	B
済む	すむ	済[す]む	4	1	[vi] be settled, concluded; do / manage without , get off with	183	B
音楽	おんがく	音楽[おんがく]	5	0	music	183	B
あいつ	あいつ	あいつ	-1	1	him (informal)	184	B
こころ	こころ	-	-1	1	-	184	B
つもり	つもり	つもり	4	1	intention	184	B
てく	てく	-	-1	0	-	184	B
ほう	ほう	-	-1	1	-	184	B
心	こころ	心[こころ]	4	1	heart, mind	184	B
たのむ	たのむ	-	-1	1	-	185	B
同	どう	-	1	0	-	185	B
頼む	たのむ	頼[たの]む	5	1	[vt] ask, request	185	B
じょし	じょし	-	-1	1	-	186	B
または	または	-	4	0	-	186	F
例えば	たとえば	例[たと]えば	4	1	for example	186	B
又は	または	又[また]は	2	0	or; in other words	186	F
女子	じょし	女子[じょし]	3	1	girl	186	B
おわる	おわる	-	-1	1	-	187	B
嫌	いや	嫌[いや]	5	1	unpleasant, detestable	187	B
歴史	れきし	歴史[れきし]	4	1	history	187	B
終わる	おわる	終[お]わる	5	1	[vi] end, finish	187	B
える	える	-	-1	1	-	188	B
さあ	さあ	さあ	5	1	I'm not sure, Hmm...	188	B
とる	とる	-	-1	1	to pick up, get	188	B
なお	なお	-	-1	1	still, in addition	188	B
メール	メール	メール	-1	0	Mail	188	B
得る	える	得[え]る	3	1	[vt] acquire, gain; can, be able to	188	B
きじ	きじ	-	-1	0	-	190	B
たしか	たしか	-	-1	1	-	190	B
に対する	にたいする	-	-1	0	-	190	B
教育	きょういく	教育[きょういく]	4	0	education, teaching	190	B
条	じょう	-	-1	0	-	190	B
確か	たしか	確[たし]か	4	1	If I'm not mistaken, If I remember correctly	190	B
記事	きじ	記事[きじ]	3	0	news, article; account	190	B
記録	きろく	記[き] 録[ろく]	3	1	する：to record	190	B
鴨	かも	鴨[かも]	-1	0	duck	190	U
がんばる	がんばる	-	-1	1	-	191	B
すぎる	すぎる	-	-1	1	-	191	B
だい	だい	-	-1	0	-	191	B
先ず	まず	先[ま]ず	3	0	first, to begin with; nearly, hardly, on the whole; anyway; well, now	191	B
式	しき	-	3	1	ceremony	191	B
際	さい	際[きわ]	3	1	side, edge	191	B
頑張る	がんばる	頑張[がんば]る	-1	1	[vi] persist, hold out, be tenacious	191	B
よぶ	よぶ	-	-1	1	-	192	B
一部	いちぶ	一部[いちぶ]	1	1	part, portion, section; a copy of printed matter	192	B
状態	じょうたい	状態[じょうたい]	3	1	state, condition, situation, appearance, aspect	192	B
用	よう	用[よう]	4	1	errand (in casual speech)	192	B
ねがう	ねがう	-	-1	1	-	193	B
いちばん	いちばん	-	-1	1	-	194	B
なぁ	なぁ	-	-1	0	-	194	B
ほしい	ほしい	-	-1	1	-	194	B
バカ	バカ	-	-1	0	-	194	B
一番	いちばん	一番[いちばん]	5	1	first, first place; most, best	194	B
思い	おもい	思[おも]い	-1	1	thought, feeling	194	B
だが	だが	-	3	0	-	195	B
対応	たいおう	-	1	1	correspondence, equivalence, response	195	B
小学校	しょうがっこう	小学校[しょうがっこう]	4	0	primary school	195	C
ばか	ばか	-	-1	1	-	196	B
もし	もし	-	-1	1	if, in the event of...	196	B
カンタ	かんた	-	-1	0	-	196	U
忘れる	わすれる	忘[わす]れる	5	1	[vt] forget	196	B
若し	もし	若[も]し	4	0	if, in case of	196	B
馬鹿	ばか	馬鹿[ばか]	3	1	fool, blockhead; nonsense	196	B
ドラマ	ドラマ	-	3	0	-	197	C
川	かわ	川[かわ]	5	1	river	197	B
開催	かいさい	開[かい] 催[さい]	1	0	する：to hold (an event)	197	B
非常	ひじょう	非常[ひじょう]	3	1	emergency, calamity	197	B
ぜったい	ぜったい	-	-1	1	-	198	B
ばかり	ばかり	ばかり	-1	0	only, just (started, finished, etc.)	198	B
全	ぜん	-	-1	0	-	198	B
心配	しんぱい	心配[しんぱい]	3	1	worry, concern, anxiety	198	B
絶対	ぜったい	絶対[ぜったい]	3	1	absoluteness; absolute(ly)	198	B
とくに	とくに	-	-1	1	-	199	B
トオル	トオル	-	-1	0	-	199	C
中心	ちゅうしん	中心[ちゅうしん]	3	1	center, middle	199	B
何で	なんで	何[なん]で	3	1	why (used in casual speech)	199	B
国際	こくさい	国際[こくさい]	4	0	international	199	B
特に	とくに	特[とく]に	4	1	particularly, especially	199	B
２人	ふたり	-	-1	0	-	199	B
さらに	さらに	-	-1	1	-	200	B
なま	なま	-	-1	0	-	200	B
に対して	にたいして	-	-1	0	-	200	B
信じる	しんじる	信[しん]じる	3	1	[vt] believe; believe in	200	B
暮れる	くれる	暮[く]れる	4	0	[vi] grow dark; come to an end	200	F
生	なま	-	3	0	-	200	B
こうか	こうか	-	-1	1	-	201	B
たく	たく	-	-1	0	-	201	C
に関する	-	-	-1	0	-	201	B
わすれる	わすれる	-	-1	1	-	201	B
個	こ	-	1	0	-	201	B
効果	こうか	効果[こうか]	3	1	effect, efficacy; result	201	B
あるいは	あるいは	-	3	0	-	202	B
でんわ	でんわ	-	-1	1	-	202	B
シルク	シルク	-	-1	0	-	202	F
可能性	かのうせい	可能性[かのうせい]	-1	0	possibly, potentially	202	B
或いは	あるいは	或[ある]いは	1	0	perhaps; or	202	C
電話	でんわ	電話[でんわ]	5	1	telephone; phone call	202	B
ばしょ	ばしょ	-	-1	1	-	203	B
図	ず	図[ず]	3	0	figure, diagram, illustration	203	C
場所	ばしょ	場所[ばしょ]	4	1	place, spot, site; space, room	203	B
なんの	なんの	-	-1	0	-	204	B
オメガ	オメガ	-	-1	0	-	204	U
何の	なんの	何[ど]の	5	0	which one, which	204	B
きっと	きっと	きっと	4	1	surely, almost certainly, most likely (90 percent)	205	B
むり	むり	-	-1	1	-	205	B
リーグ	リーグ	-	-1	0	-	205	F
収録	しゅうろく	-	-1	0	-	205	C
無理	むり	無理[むり]	4	1	unreasonable, impossible	205	B
ひとり	ひとり	-	-1	0	-	206	C
シーズン	シーズン	-	2	0	-	206	C
ハルヒ	ハルヒ	-	-1	0	-	206	U
一人	ひとり	一人[ひとり]	5	0	one person	206	B
かわる	かわる	-	-1	1	-	207	B
今度	こんど	今度[こんど]	4	1	next time	207	B
変わる	かわる	変[か]わる	4	1	[vi] change, be different	207	B
明治	めいじ	明[めい] 治[じ]	-1	0	Meiji (era)	207	B
した	した	-	-1	1	-	208	B
しんぱい	しんぱい	-	-1	1	-	208	B
なんで	なんで	-	-1	1	-	208	B
ねぇ	ねぇ	-	-1	0	-	208	B
下	した	下[した]	5	1	bottom, lower part ; down; below	208	B
相談	そうだん	相談[そうだん]	3	1	consultation, advice	208	B
そういう	そういう	-	-1	0	-	209	B
そう言う	そういう	-	-1	0	-	209	B
つよい	つよい	-	-1	1	-	209	B
トミー	トミー	-	-1	0	-	209	U
好	こう	-	-1	0	-	209	C
強い	つよい	強[つよ]い	5	1	strong	209	B
期	き	-	1	0	-	209	B
無料	むりょう	無料[むりょう]	3	0	for free	209	B
だったら	だったら	-	-1	0	-	210	B
ハル	ハル	-	-1	0	-	210	F
迚も	とても	迚[とて]も	5	0	Very	210	B
たとえば	たとえば	-	-1	1	-	211	B
だれか	だれか	-	-1	1	-	211	C
わたしたち	わたしたち	-	-1	1	-	211	F
ジー	ジー	-	-1	0	-	211	U
彼奴	あいつ	-	-1	0	him (informal); that guy	211	B
私たち	わたしたち	私[わたし]たち	-1	1	we	211	B
結果	けっか	結果[けっか]	3	1	result, outcome, consequence	211	B
誰か	だれか	誰[だれ]か	5	1	someone, somebody	211	B
おもしろい	おもしろい	-	-1	1	-	212	B
り	り	-	-1	0	-	212	B
面白い	おもしろい	面白[おもしろ]い	5	1	interesting, amusing	212	B
いっしょに	いっしょに	-	-1	0	-	213	B
一緒に	いっしょに	一緒[いっしょ]に	-1	0	together; at the same time; in a lump	213	B
世	よ	-	1	0	-	213	C
男子	だんし	男子[だんし]	3	1	boy	213	C
きもち	きもち	-	-1	1	-	214	B
す	す	-	-1	0	-	214	C
気持ち	きもち	気持[きも]ち	4	1	feeling, sensation, mood	214	B
たのしむ	たのしむ	-	-1	1	-	215	B
旧	きゅう	-	3	0	-	215	F
